top - 21:25:18 up 31 min,  2 users,  load average: 1.07, 1.22, 1.08
Tasks:  85 total,   1 running,  60 sleeping,   0 stopped,   1 zombie
%Cpu(s): 55.9 us,  8.8 sy,  0.0 ni, 32.6 id,  2.5 wa,  0.0 hi,  0.1 si,  0.0 st
KiB Mem :   443904 total,   363204 free,    42704 used,    37996 buff/cache
KiB Swap:   102396 total,    41724 free,    60672 used.   357412 avail Mem 

  PID USER      PR  NI    VIRT    RES    SHR S %CPU %MEM     TIME+ COMMAND
 1105 pi        20   0    8116   3000   2580 R 26.1  0.7   0:00.20 top
  312 root      20   0  182012  15716   2628 S  8.7  3.5   0:44.69 Xorg
    7 root      20   0       0      0      0 S  4.3  0.0   0:01.63 ksoftirqd/0
  578 pi        20   0   45988   7544   5968 S  4.3  1.7   0:13.83 lxterminal
  664 pi        20   0   77324   7012   5772 S  4.3  1.6   0:08.85 leafpad
    1 root      20   0    9676   1692   1432 S  0.0  0.4   0:06.21 systemd
    2 root      20   0       0      0      0 S  0.0  0.0   0:00.00 kthreadd
    4 root       0 -20       0      0      0 I  0.0  0.0   0:00.00 kworker/0:0H
    6 root       0 -20       0      0      0 I  0.0  0.0   0:00.00 mm_percpu_wq
    8 root      20   0       0      0      0 S  0.0  0.0   0:00.01 kdevtmpfs
    9 root       0 -20       0      0      0 I  0.0  0.0   0:00.00 netns
   10 root      20   0       0      0      0 I  0.0  0.0   0:02.78 kworker/0:1
   11 root      20   0       0      0      0 S  0.0  0.0   0:00.00 khungtaskd
   12 root      20   0       0      0      0 S  0.0  0.0   0:00.00 oom_reaper
   13 root       0 -20       0      0      0 I  0.0  0.0   0:00.00 writeback
   14 root      20   0       0      0      0 S  0.0  0.0   0:00.00 kcompactd0
   15 root       0 -20       0      0      0 I  0.0  0.0   0:00.00 crypto
   16 root       0 -20       0      0      0 I  0.0  0.0   0:00.00 kblockd
   17 root       0 -20       0      0      0 I  0.0  0.0   0:00.00 watchdogd
   18 root       0 -20       0      0      0 I  0.0  0.0   0:00.00 rpciod
   19 root       0 -20       0      0      0 I  0.0  0.0   0:00.00 xprtiod
   20 root      20   0       0      0      0 I  0.0  0.0   0:01.47 kworker/u2:1
   22 root      20   0       0      0      0 S  0.0  0.0   0:08.80 kswapd0
   23 root       0 -20       0      0      0 I  0.0  0.0   0:00.00 nfsiod
   33 root       0 -20       0      0      0 I  0.0  0.0   0:00.00 kthrotld
   34 root       0 -20       0      0      0 I  0.0  0.0   0:00.00 iscsi_eh
   35 root       0 -20       0      0      0 I  0.0  0.0   0:00.00 dwc_otg
   36 root       0 -20       0      0      0 I  0.0  0.0   0:00.00 DWC Notific+
   37 root       1 -19       0      0      0 S  0.0  0.0   0:00.00 vchiq-slot/0
   38 root       1 -19       0      0      0 S  0.0  0.0   0:00.00 vchiq-recy/0
   39 root       0 -20       0      0      0 S  0.0  0.0   0:00.00 vchiq-sync/0
   40 root      20   0       0      0      0 S  0.0  0.0   0:00.00 vchiq-keep/0
   41 root      10 -10       0      0      0 S  0.0  0.0   0:00.00 SMIO
